epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error
2,4780616.5,284.85711669921875,38.79939651489258,136589.03125,369.57952880859375,nan,nan,nan,nan,nan
3,3050089.5,221.03456115722656,29.671836853027344,87145.359375,295.20391845703125,nan,nan,nan,nan,nan
4,2526776.0,200.44198608398438,26.90667724609375,72193.578125,268.6886291503906,nan,nan,nan,nan,nan
5,2163973.25,185.51231384277344,23.018844604492188,61827.8125,248.65199279785156,nan,nan,nan,nan,nan
6,2812682.5,208.66546630859375,23.972429275512695,80362.34375,283.4825134277344,nan,nan,nan,nan,nan
7,3060425.75,213.26507568359375,24.880229949951172,87440.7421875,295.70379638671875,nan,nan,nan,nan,nan
8,5273441.0,308.2254638671875,34.72001266479492,150669.78125,388.16204833984375,nan,nan,nan,nan,nan
9,5469937.5,319.7765808105469,36.12844467163086,156283.953125,395.3276672363281,nan,nan,nan,nan,nan
10,3021267.25,197.81683349609375,23.989776611328125,86321.890625,293.8058776855469,nan,nan,nan,nan,nan
11,1012417.4375,126.00234985351562,16.961910247802734,28926.21484375,170.07708740234375,nan,nan,nan,nan,nan
12,990877.375,125.56208801269531,16.916006088256836,28310.783203125,168.25808715820312,nan,nan,nan,nan,nan
13,769609.125,108.92338562011719,14.665555953979492,21988.83203125,148.28631591796875,nan,nan,nan,nan,nan
14,863879.1875,116.13148498535156,15.246454238891602,24682.267578125,157.1059112548828,nan,nan,nan,nan,nan
15,679086.375,101.3040771484375,13.913614273071289,19402.46875,139.29273986816406,nan,nan,nan,nan,nan
16,776071.625,107.53116607666016,13.85716438293457,22173.466796875,148.90757751464844,nan,nan,nan,nan,nan
17,619597.625,95.7455062866211,12.658476829528809,17702.7890625,133.0518341064453,nan,nan,nan,nan,nan
18,672878.375,99.73502349853516,13.23239517211914,19225.099609375,138.65460205078125,nan,nan,nan,nan,nan
19,629327.625,96.75822448730469,12.73984146118164,17980.7890625,134.09246826171875,nan,nan,nan,nan,nan
