epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error
0,2662325.75,157.40927124023438,33.9686393737793,76066.4140625,275.8013916015625,3634173.5,258.9146728515625,444502304.0,104098.34375,322.64276123046875
0,2767511.75,161.9906463623047,35.32268142700195,79071.765625,281.197021484375,3889072.25,273.47998046875,433419264.0,111403.8515625,333.77215576171875
0,2831093.0,164.4600372314453,35.24773025512695,80888.3671875,284.4088134765625,1583052.625,174.7251739501953,556978560.0,45353.78515625,212.9642791748047
0,2617383.75,158.61276245117188,34.78756332397461,74782.3828125,273.46368408203125,2561691.0,225.22354125976562,486290240.0,73387.3671875,270.9010314941406
0,1972764.5,131.99745178222656,28.992534637451172,56371.53125,237.42689514160156,1960401.375,190.12399291992188,89355864.0,56180.61328125,237.02450561523438
1,225324.234375,58.647979736328125,14.271849632263184,6446.63818359375,80.29096221923828,401591.84375,83.15233612060547,117628592.0,11505.625,107.26427459716797
2,159820.421875,49.06279754638672,11.128396034240723,4569.47216796875,67.59786987304688,245067.84375,63.25229263305664,114291384.0,7026.23583984375,83.82264709472656
3,169963.609375,50.613040924072266,11.560389518737793,4859.2685546875,69.70845031738281,534070.125,108.90422058105469,100311464.0,15303.0107421875,123.70533752441406
4,139306.265625,45.930145263671875,11.051280975341797,3984.13330078125,63.119991302490234,141245.5,48.733089447021484,106727256.0,4045.954345703125,63.607818603515625
5,134975.53125,45.134029388427734,10.275856018066406,3858.432861328125,62.11628341674805,139957.609375,47.33543395996094,112978224.0,4010.92138671875,63.33183670043945
6,122411.3671875,42.88285446166992,9.733650207519531,3500.37646484375,59.163978576660156,189749.390625,55.98973083496094,117351408.0,5437.4189453125,73.73885345458984
7,93447.328125,37.10591506958008,8.925758361816406,2672.3818359375,51.69508361816406,140109.125,46.063331604003906,108631840.0,4015.423583984375,63.36737060546875
8,83243.90625,34.840118408203125,8.174854278564453,2379.83154296875,48.78351593017578,118967.90625,41.08474349975586,106649104.0,3408.8623046875,58.38546371459961
9,80298.640625,34.291786193847656,7.99987268447876,2295.5517578125,47.91191482543945,122323.875,42.2631950378418,104165952.0,3505.014892578125,59.20316696166992
10,76628.3828125,33.50600051879883,7.83559513092041,2190.992431640625,46.80803680419922,118229.1640625,41.590538024902344,103997280.0,3387.508056640625,58.202301025390625
11,76915.828125,33.399078369140625,7.811621189117432,2198.76123046875,46.89094924926758,118783.171875,41.10282897949219,101507856.0,3403.3798828125,58.33849334716797
12,76163.65625,33.39687728881836,7.673595905303955,2178.447021484375,46.67383575439453,118052.2578125,41.10704040527344,101541904.0,3382.723388671875,58.16118621826172
13,73925.921875,32.79063034057617,7.6199631690979,2113.96630859375,45.97789001464844,115254.859375,40.97828674316406,97977816.0,3301.9599609375,57.462684631347656
14,71210.0546875,32.18102264404297,7.370078086853027,2036.22314453125,45.12453079223633,113558.8046875,40.34996795654297,97173840.0,3253.47802734375,57.039268493652344
15,71613.3203125,32.138092041015625,7.415474891662598,2047.458251953125,45.24884796142578,111518.4921875,39.91023635864258,96792456.0,3194.8466796875,56.52297592163086
16,69486.8828125,31.86692237854004,7.417628765106201,1987.45263671875,44.58085632324219,113198.09375,40.27436828613281,96707208.0,3243.0439453125,56.947731018066406
17,69496.203125,31.686065673828125,7.395543098449707,1990.328857421875,44.613101959228516,111918.4140625,40.0343132019043,96844560.0,3206.239990234375,56.6236686706543
18,70229.8515625,31.88568687438965,7.3864898681640625,2008.6597900390625,44.81807327270508,111170.6953125,39.88715362548828,97817648.0,3184.79931640625,56.434024810791016
19,68036.7109375,31.423078536987305,7.272738456726074,1944.67333984375,44.09844970703125,111239.53125,39.803951263427734,96578176.0,3186.756103515625,56.451358795166016
