Datos,914.0, 904.0, 914.0, 932.0, 1012.0, 834.0, 916.0, 932.0, 978.0, 1062.0, 894.0, 898.0, 934.0, 930.0, 900.0, 898.0, 950.0, 950.0, 1002.0, 954.0, 1074.0, 914.0, 886.0, 920.0, 844.0, 928.0, 972.0, 874.0, 1016.0, 904.0, 914.0, 880.0, 806.0, 808.0, 908.0, 874.0, 812.0, 844.0, 832.0, 826.0, 780.0, 770.0, 696.0, 718.0, 692.0, 756.0, 776.0, 694.0, 740.0, 742.0
ConvTraff,884.8119, 931.6487, 923.3773, 853.69727, 1025.6902, 892.8893, 839.6695, 890.6097, 883.96246, 963.9787, 914.3498, 867.2535, 885.4168, 867.8904, 947.7109, 867.60767, 989.818, 901.4952, 920.6942, 870.04675, 998.59204, 810.9294, 861.7768, 897.0042, 847.2431, 909.6148, 920.017, 914.962, 994.27783, 872.47626, 861.0924, 830.1546, 803.08875, 837.9304, 882.54425, 813.93835, 831.4782, 915.3096, 810.2065, 813.99225, 805.2447, 749.1902, 739.36383, 689.3667, 699.62524, 795.3615, 757.3788, 706.21796, 768.092, 730.61884
Normal_layers, 890.5325 , 947.95886, 934.39124, 864.99097,1019.11694, 888.90137, 876.04443, 903.5077 , 922.8689 , 971.50464, 918.30005, 892.8656 , 876.0569 , 900.6262 , 964.88763, 870.0904 , 991.1427 , 914.5455 , 924.37695, 873.26855,1000.8089 , 822.4419 , 891.1532 , 915.2176 , 849.2875 , 929.12744, 914.9027 , 913.88916,1003.27515, 890.0374 , 888.0951 , 859.5859 , 854.3042 , 860.35266, 871.248  , 776.9601 , 814.2627 , 910.4867 , 811.18286, 834.1494 , 812.7357 , 779.4971 , 775.5273 , 742.1835 , 726.8811 , 821.2291 , 757.43463, 711.84485, 785.2809 , 734.79297
Depth_layers, 929.56836, 969.3195 , 951.76605, 919.2131 ,1037.0337 , 940.7969 , 889.6841 , 934.0792 , 949.29047,1008.3781 , 968.10443, 919.58026, 914.87115, 908.0499 , 985.3581 , 909.7448 , 970.0192 , 947.8056 , 916.84875, 908.12897, 967.44116, 879.49176, 912.3111 , 923.74756, 912.4008 , 915.3217 , 939.74786, 926.7547 , 983.81854, 956.415  , 907.7453 , 899.9038 , 882.8598 , 876.21344, 914.12024, 854.9119 , 855.04877, 890.0159 , 853.1425 , 853.59534, 829.89935, 801.82874, 794.26044, 762.13654, 769.70856, 834.2937 , 796.23016, 762.07733, 788.19867, 768.34814
variable_input,903.51404,881.66003,872.87177,873.3435 ,898.2694 ,903.95496,879.1949 ,875.2383 ,893.18604,908.926  ,905.43994,881.4271 ,859.93036,842.60864,858.80054,856.721  ,856.7163 ,867.51404,857.77795,849.14355,858.3815 ,845.96313,830.9442 ,822.3574 ,824.8042 ,829.6984 ,841.39197,858.25037,866.83496,862.1777 ,827.3922 ,816.0649 ,802.2778 ,792.9252 ,795.54724,785.12756,775.3567 ,768.5054 ,765.7062 ,748.4915 ,737.4484 ,719.8882 ,701.0469 ,680.0521 ,676.0188 ,695.1625 ,699.7585 ,697.04694,701.1221 ,704.32477
Transfer_learning_base,1339.7654,1337.4114,1387.4025,1412.5383,1427.4272,1433.8088,1378.0865,1383.0846,1380.3812,1328.5231,1382.804 ,1338.6282,1319.2424,1359.0479,1382.6732,1368.3381,1351.2557,1359.0488,1356.7997,1374.4133,1368.8198,1389.6776,1348.0726,1339.7306,1341.8518,1388.5388,1403.0483,1383.917 ,1331.4664,1321.6919,1285.2032,1331.4935,1326.273 ,1325.5295,1335.7007,1345.8174,1340.1262,1329.8574,1357.4551,1308.1862,1293.5676,1242.7234,1215.9832,1240.5667,1216.8778,1243.1565,1231.568 ,1216.3435,1227.7368,1184.8538
Transfer_learning,942.4626 ,939.89813,943.23047,932.0779 ,970.0208 ,930.17957,915.50336,923.9367 ,921.28253,965.09644,947.2109 ,909.5959 ,901.981  ,898.6169 ,914.62933,924.31836,923.7753 ,937.1048 ,905.43536,896.4682 ,882.50507,902.0917 ,904.559  ,911.4808 ,911.16644,902.88135,899.78784,920.68463,906.5035 ,890.2282 ,856.10724,888.30994,896.7977 ,888.41187,923.262  ,898.7814 ,875.1004 ,846.8096 ,850.1468 ,822.27985,807.39716,792.83386,778.0527 ,767.93207,795.9261 ,841.3576 ,816.90546,815.1986 ,811.64874,805.82196
